device,sensor_pos,timestamp,time,motiondetection,presencedetection,daylightdetection,daylightcompensation,human_obs_daylight,infrared_daylight,total_lux,diff_from_ideal,nearby_light_1_name,nearby_light_1_pos,nearby_light_1_lux,nearby_light_1_lumen,nearby_light_1_intensity(%),nearby_light_2_name,nearby_light_2_pos,nearby_light_2_lux,nearby_light_2_lumen,nearby_light_2_intensity(%),nearby_light_3_name,nearby_light_3_pos,nearby_light_3_lux,nearby_light_3_lumen,nearby_light_3_intensity(%),nearby_light_4_name,nearby_light_4_pos,nearby_light_4_lux,nearby_light_4_lumen,nearby_light_4_intensity(%)
Sensor_252,"{10, 11}",79,01:19,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0
Sensor_253,"{11, 12}",79,01:19,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0
Sensor_254,"{11, 14}",79,01:19,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(15, 12)","(15, 12)",0,0,0.0
Sensor_245,"{8, 7}",80,01:20,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 6)","(7, 6)",0,0,0.0,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0
Sensor_246,"{10, 7}",80,01:20,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(11, 6)","(11, 6)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0
Sensor_247,"{8, 9}",80,01:20,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0
Sensor_248,"{9, 10}",80,01:20,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0
Sensor_249,"{9, 12}",80,01:20,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0
Sensor_250,"{9, 14}",80,01:20,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0,"Lamp(15, 8)","(15, 8)",0,0,0.0
Sensor_251,"{8, 11}",80,01:20,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(7, 12)","(7, 12)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0
Sensor_252,"{10, 11}",80,01:20,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0
Sensor_253,"{11, 12}",80,01:20,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0
Sensor_254,"{11, 14}",80,01:20,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(15, 12)","(15, 12)",0,0,0.0
Sensor_245,"{8, 7}",81,01:21,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 6)","(7, 6)",0,0,0.0,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0
Sensor_246,"{10, 7}",81,01:21,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(11, 6)","(11, 6)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0
Sensor_247,"{8, 9}",81,01:21,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0
Sensor_248,"{9, 10}",81,01:21,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0
Sensor_249,"{9, 12}",81,01:21,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0
Sensor_250,"{9, 14}",81,01:21,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0,"Lamp(15, 8)","(15, 8)",0,0,0.0
Sensor_251,"{8, 11}",81,01:21,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(7, 12)","(7, 12)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0
Sensor_252,"{10, 11}",81,01:21,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0
Sensor_253,"{11, 12}",81,01:21,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0
Sensor_254,"{11, 14}",81,01:21,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(15, 12)","(15, 12)",0,0,0.0
Sensor_245,"{8, 7}",82,01:22,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 6)","(7, 6)",0,0,0.0,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0
Sensor_246,"{10, 7}",82,01:22,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(11, 6)","(11, 6)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0
Sensor_247,"{8, 9}",82,01:22,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0
Sensor_248,"{9, 10}",82,01:22,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0
Sensor_249,"{9, 12}",82,01:22,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0
Sensor_250,"{9, 14}",82,01:22,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0,"Lamp(15, 8)","(15, 8)",0,0,0.0
Sensor_251,"{8, 11}",82,01:22,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(7, 12)","(7, 12)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0
Sensor_252,"{10, 11}",82,01:22,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0
Sensor_253,"{11, 12}",82,01:22,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0
Sensor_254,"{11, 14}",82,01:22,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(15, 12)","(15, 12)",0,0,0.0
Sensor_245,"{8, 7}",83,01:23,True,True,0,500,0.0,0.0,803.6500000000001,-303.6500000000001,"Lamp(7, 6)","(7, 6)",216.53,360.46,90.11553907051446,"Lamp(9, 6)","(9, 6)",187.05,311.39,77.84654127899012,"Lamp(7, 8)","(7, 8)",221.25,368.32,92.07991049439488,"Lamp(9, 8)","(9, 8)",178.82,297.68,74.42137669879183
Sensor_246,"{10, 7}",83,01:23,True,True,0,500,0.0,0.0,763.7400000000001,-263.7400000000001,"Lamp(9, 6)","(9, 6)",187.05,311.39,77.84654127899012,"Lamp(11, 6)","(11, 6)",220.54,367.13,91.78442242003999,"Lamp(9, 8)","(9, 8)",178.82,297.68,74.42137669879183,"Lamp(11, 8)","(11, 8)",177.33,295.2,73.80126792303298
Sensor_247,"{8, 9}",83,01:23,False,True,0,500,0.0,0.0,836.58,-336.58000000000004,"Lamp(7, 8)","(7, 8)",221.25,368.32,92.07991049439488,"Lamp(9, 8)","(9, 8)",178.82,297.68,74.42137669879183,"Lamp(7, 10)","(7, 10)",231.86,385.98,96.4955843942617,"Lamp(9, 10)","(9, 10)",204.65,340.68,85.17131607990017
Sensor_248,"{9, 10}",83,01:23,True,True,0,500,0.0,0.0,786.6999999999999,-286.69999999999993,"Lamp(9, 8)","(9, 8)",178.82,297.68,74.42137669879183,"Lamp(11, 8)","(11, 8)",177.33,295.2,73.80126792303298,"Lamp(9, 10)","(9, 10)",204.65,340.68,85.17131607990017,"Lamp(11, 10)","(11, 10)",225.9,376.06,94.01514929122624
Sensor_249,"{9, 12}",83,01:23,False,True,0,500,0.0,0.0,823.36,-323.36,"Lamp(11, 8)","(11, 8)",177.33,295.2,73.80126792303298,"Lamp(11, 10)","(11, 10)",225.9,376.06,94.01514929122624,"Lamp(13, 10)","(13, 10)",207.91,346.11,86.52806413961419,"Lamp(13, 8)","(13, 8)",212.22,353.3,88.32180160506432
Sensor_250,"{9, 14}",83,01:23,True,True,0,500,0.0,0.0,801.9499999999999,-301.94999999999993,"Lamp(13, 10)","(13, 10)",207.91,346.11,86.52806413961419,"Lamp(15, 10)","(15, 10)",175.54,292.23,73.0563050313495,"Lamp(13, 8)","(13, 8)",212.22,353.3,88.32180160506432,"Lamp(15, 8)","(15, 8)",206.28,343.4,85.84969010975718
Sensor_251,"{8, 11}",83,01:23,False,True,0,500,0.0,0.0,861.82,-361.82000000000005,"Lamp(7, 10)","(7, 10)",231.86,385.98,96.4955843942617,"Lamp(9, 10)","(9, 10)",204.65,340.68,85.17131607990017,"Lamp(7, 12)","(7, 12)",201.72,335.8,83.95190754770321,"Lamp(9, 12)","(9, 12)",223.59,372.21,93.05377259860678
Sensor_252,"{10, 11}",83,01:23,True,True,0,500,0.0,0.0,893.5699999999999,-393.56999999999994,"Lamp(9, 10)","(9, 10)",204.65,340.68,85.17131607990017,"Lamp(11, 10)","(11, 10)",225.9,376.06,94.01514929122624,"Lamp(9, 12)","(9, 12)",223.59,372.21,93.05377259860678,"Lamp(11, 12)","(11, 12)",239.43,398.58,99.64606991942584
Sensor_253,"{11, 12}",83,01:23,False,True,0,500,0.0,0.0,850.06,-350.05999999999995,"Lamp(11, 10)","(11, 10)",225.9,376.06,94.01514929122624,"Lamp(13, 10)","(13, 10)",207.91,346.11,86.52806413961419,"Lamp(11, 12)","(11, 12)",239.43,398.58,99.64606991942584,"Lamp(13, 12)","(13, 12)",176.82,294.36,73.58901592596115
Sensor_254,"{11, 14}",83,01:23,True,True,0,500,0.0,0.0,785.16,-285.15999999999997,"Lamp(13, 10)","(13, 10)",207.91,346.11,86.52806413961419,"Lamp(13, 12)","(13, 12)",176.82,294.36,73.58901592596115,"Lamp(15, 10)","(15, 10)",175.54,292.23,73.0563050313495,"Lamp(15, 12)","(15, 12)",224.89,374.38,93.59480710094672
Sensor_245,"{8, 7}",84,01:24,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 6)","(7, 6)",0,0,0.0,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0
Sensor_246,"{10, 7}",84,01:24,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(11, 6)","(11, 6)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0
Sensor_247,"{8, 9}",84,01:24,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0
Sensor_248,"{9, 10}",84,01:24,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0
Sensor_249,"{9, 12}",84,01:24,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0
Sensor_250,"{9, 14}",84,01:24,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0,"Lamp(15, 8)","(15, 8)",0,0,0.0
Sensor_251,"{8, 11}",84,01:24,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(7, 12)","(7, 12)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0
Sensor_252,"{10, 11}",84,01:24,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0
Sensor_253,"{11, 12}",84,01:24,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0
Sensor_254,"{11, 14}",84,01:24,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(15, 12)","(15, 12)",0,0,0.0
Sensor_245,"{8, 7}",85,01:25,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 6)","(7, 6)",0,0,0.0,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0
Sensor_246,"{10, 7}",85,01:25,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(11, 6)","(11, 6)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0
Sensor_247,"{8, 9}",85,01:25,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0
Sensor_248,"{9, 10}",85,01:25,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0
Sensor_249,"{9, 12}",85,01:25,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0
Sensor_250,"{9, 14}",85,01:25,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0,"Lamp(15, 8)","(15, 8)",0,0,0.0
Sensor_251,"{8, 11}",85,01:25,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(7, 12)","(7, 12)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0
Sensor_252,"{10, 11}",85,01:25,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0
Sensor_253,"{11, 12}",85,01:25,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0
Sensor_254,"{11, 14}",85,01:25,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(15, 12)","(15, 12)",0,0,0.0
Sensor_245,"{8, 7}",86,01:26,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 6)","(7, 6)",0,0,0.0,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0
Sensor_246,"{10, 7}",86,01:26,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(11, 6)","(11, 6)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0
Sensor_247,"{8, 9}",86,01:26,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0
Sensor_248,"{9, 10}",86,01:26,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0
Sensor_249,"{9, 12}",86,01:26,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0
Sensor_250,"{9, 14}",86,01:26,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0,"Lamp(15, 8)","(15, 8)",0,0,0.0
Sensor_251,"{8, 11}",86,01:26,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(7, 12)","(7, 12)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0
Sensor_252,"{10, 11}",86,01:26,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0
Sensor_253,"{11, 12}",86,01:26,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0
Sensor_254,"{11, 14}",86,01:26,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(15, 12)","(15, 12)",0,0,0.0
Sensor_245,"{8, 7}",87,01:27,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 6)","(7, 6)",0,0,0.0,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0
Sensor_246,"{10, 7}",87,01:27,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(11, 6)","(11, 6)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0
Sensor_247,"{8, 9}",87,01:27,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0
Sensor_248,"{9, 10}",87,01:27,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0
Sensor_249,"{9, 12}",87,01:27,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0
Sensor_250,"{9, 14}",87,01:27,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0,"Lamp(15, 8)","(15, 8)",0,0,0.0
Sensor_251,"{8, 11}",87,01:27,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(7, 12)","(7, 12)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0
Sensor_252,"{10, 11}",87,01:27,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(9, 12)","(9, 12)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0
Sensor_253,"{11, 12}",87,01:27,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(11, 12)","(11, 12)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0
Sensor_254,"{11, 14}",87,01:27,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 12)","(13, 12)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(15, 12)","(15, 12)",0,0,0.0
Sensor_245,"{8, 7}",88,01:28,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 6)","(7, 6)",0,0,0.0,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0
Sensor_246,"{10, 7}",88,01:28,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 6)","(9, 6)",0,0,0.0,"Lamp(11, 6)","(11, 6)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0
Sensor_247,"{8, 9}",88,01:28,False,False,0,0,0.0,0.0,0,500,"Lamp(7, 8)","(7, 8)",0,0,0.0,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(7, 10)","(7, 10)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0
Sensor_248,"{9, 10}",88,01:28,False,False,0,0,0.0,0.0,0,500,"Lamp(9, 8)","(9, 8)",0,0,0.0,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(9, 10)","(9, 10)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0
Sensor_249,"{9, 12}",88,01:28,False,False,0,0,0.0,0.0,0,500,"Lamp(11, 8)","(11, 8)",0,0,0.0,"Lamp(11, 10)","(11, 10)",0,0,0.0,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0
Sensor_250,"{9, 14}",88,01:28,False,False,0,0,0.0,0.0,0,500,"Lamp(13, 10)","(13, 10)",0,0,0.0,"Lamp(15, 10)","(15, 10)",0,0,0.0,"Lamp(13, 8)","(13, 8)",0,0,0.0,"Lamp(15, 8)","(15, 8)",0,0,0.0
