device,sensor_pos,timestamp,time,motiondetection,presencedetection,daylightdetection,daylightcompensation,human_obs_daylight,infrared_daylight,total_lux,diff_from_ideal,nearby_light_1_name,nearby_light_1_pos,nearby_light_1_lux,nearby_light_1_lumen,nearby_light_1_intensity(%),nearby_light_2_name,nearby_light_2_pos,nearby_light_2_lux,nearby_light_2_lumen,nearby_light_2_intensity(%),nearby_light_3_name,nearby_light_3_pos,nearby_light_3_lux,nearby_light_3_lumen,nearby_light_3_intensity(%),nearby_light_4_name,nearby_light_4_pos,nearby_light_4_lux,nearby_light_4_lumen,nearby_light_4_intensity(%)
Sensor_254,"{11, 14}",340,05:40,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp18,"(15, 12)",0.0,0.0,0.0
Sensor_245,"{8, 7}",341,05:41,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp1,"(7, 6)",0.0,0.0,0.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0
Sensor_246,"{10, 7}",341,05:41,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp3,"(11, 6)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0
Sensor_247,"{8, 9}",341,05:41,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0
Sensor_248,"{9, 10}",341,05:41,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0
Sensor_249,"{9, 12}",341,05:41,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0
Sensor_250,"{9, 14}",341,05:41,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0,Lamp8,"(15, 8)",0.0,0.0,0.0
Sensor_251,"{8, 11}",341,05:41,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp14,"(7, 12)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0
Sensor_252,"{10, 11}",341,05:41,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0
Sensor_253,"{11, 12}",341,05:41,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0
Sensor_254,"{11, 14}",341,05:41,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp18,"(15, 12)",0.0,0.0,0.0
Sensor_245,"{8, 7}",342,05:42,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp1,"(7, 6)",0.0,0.0,0.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0
Sensor_246,"{10, 7}",342,05:42,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp3,"(11, 6)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0
Sensor_247,"{8, 9}",342,05:42,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0
Sensor_248,"{9, 10}",342,05:42,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0
Sensor_249,"{9, 12}",342,05:42,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0
Sensor_250,"{9, 14}",342,05:42,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0,Lamp8,"(15, 8)",0.0,0.0,0.0
Sensor_251,"{8, 11}",342,05:42,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp14,"(7, 12)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0
Sensor_252,"{10, 11}",342,05:42,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0
Sensor_253,"{11, 12}",342,05:42,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0
Sensor_254,"{11, 14}",342,05:42,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp18,"(15, 12)",0.0,0.0,0.0
Sensor_245,"{8, 7}",343,05:43,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp1,"(7, 6)",0.0,0.0,0.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0
Sensor_246,"{10, 7}",343,05:43,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp3,"(11, 6)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0
Sensor_247,"{8, 9}",343,05:43,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0
Sensor_248,"{9, 10}",343,05:43,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0
Sensor_249,"{9, 12}",343,05:43,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0
Sensor_250,"{9, 14}",343,05:43,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0,Lamp8,"(15, 8)",0.0,0.0,0.0
Sensor_251,"{8, 11}",343,05:43,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp14,"(7, 12)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0
Sensor_252,"{10, 11}",343,05:43,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0
Sensor_253,"{11, 12}",343,05:43,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0
Sensor_254,"{11, 14}",343,05:43,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp18,"(15, 12)",0.0,0.0,0.0
Sensor_245,"{8, 7}",344,05:44,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp1,"(7, 6)",0.0,0.0,0.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0
Sensor_246,"{10, 7}",344,05:44,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp3,"(11, 6)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0
Sensor_247,"{8, 9}",344,05:44,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0
Sensor_248,"{9, 10}",344,05:44,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0
Sensor_249,"{9, 12}",344,05:44,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0
Sensor_250,"{9, 14}",344,05:44,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0,Lamp8,"(15, 8)",0.0,0.0,0.0
Sensor_251,"{8, 11}",344,05:44,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp14,"(7, 12)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0
Sensor_252,"{10, 11}",344,05:44,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0
Sensor_253,"{11, 12}",344,05:44,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0
Sensor_254,"{11, 14}",344,05:44,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp18,"(15, 12)",0.0,0.0,0.0
Sensor_245,"{8, 7}",345,05:45,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp1,"(7, 6)",0.0,0.0,0.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0
Sensor_246,"{10, 7}",345,05:45,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp3,"(11, 6)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0
Sensor_247,"{8, 9}",345,05:45,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0
Sensor_248,"{9, 10}",345,05:45,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0
Sensor_249,"{9, 12}",345,05:45,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0
Sensor_250,"{9, 14}",345,05:45,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0,Lamp8,"(15, 8)",0.0,0.0,0.0
Sensor_251,"{8, 11}",345,05:45,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp14,"(7, 12)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0
Sensor_252,"{10, 11}",345,05:45,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0
Sensor_253,"{11, 12}",345,05:45,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0
Sensor_254,"{11, 14}",345,05:45,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp18,"(15, 12)",0.0,0.0,0.0
Sensor_245,"{8, 7}",346,05:46,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp1,"(7, 6)",0.0,0.0,0.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0
Sensor_246,"{10, 7}",346,05:46,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp3,"(11, 6)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0
Sensor_247,"{8, 9}",346,05:46,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0
Sensor_248,"{9, 10}",346,05:46,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0
Sensor_249,"{9, 12}",346,05:46,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0
Sensor_250,"{9, 14}",346,05:46,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0,Lamp8,"(15, 8)",0.0,0.0,0.0
Sensor_251,"{8, 11}",346,05:46,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp14,"(7, 12)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0
Sensor_252,"{10, 11}",346,05:46,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0
Sensor_253,"{11, 12}",346,05:46,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0
Sensor_254,"{11, 14}",346,05:46,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp18,"(15, 12)",0.0,0.0,0.0
Sensor_245,"{8, 7}",347,05:47,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp1,"(7, 6)",0.0,0.0,0.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0
Sensor_246,"{10, 7}",347,05:47,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp3,"(11, 6)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0
Sensor_247,"{8, 9}",347,05:47,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0
Sensor_248,"{9, 10}",347,05:47,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0
Sensor_249,"{9, 12}",347,05:47,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0
Sensor_250,"{9, 14}",347,05:47,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0,Lamp8,"(15, 8)",0.0,0.0,0.0
Sensor_251,"{8, 11}",347,05:47,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp14,"(7, 12)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0
Sensor_252,"{10, 11}",347,05:47,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0
Sensor_253,"{11, 12}",347,05:47,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0
Sensor_254,"{11, 14}",347,05:47,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp18,"(15, 12)",0.0,0.0,0.0
Sensor_245,"{8, 7}",348,05:48,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp1,"(7, 6)",0.0,0.0,0.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0
Sensor_246,"{10, 7}",348,05:48,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp3,"(11, 6)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0
Sensor_247,"{8, 9}",348,05:48,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0
Sensor_248,"{9, 10}",348,05:48,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0
Sensor_249,"{9, 12}",348,05:48,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0
Sensor_250,"{9, 14}",348,05:48,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0,Lamp8,"(15, 8)",0.0,0.0,0.0
Sensor_251,"{8, 11}",348,05:48,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp14,"(7, 12)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0
Sensor_252,"{10, 11}",348,05:48,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0
Sensor_253,"{11, 12}",348,05:48,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0
Sensor_254,"{11, 14}",348,05:48,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp17,"(13, 12)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp18,"(15, 12)",0.0,0.0,0.0
Sensor_245,"{8, 7}",349,05:49,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp1,"(7, 6)",0.0,0.0,0.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0
Sensor_246,"{10, 7}",349,05:49,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp2,"(9, 6)",0.0,0.0,0.0,Lamp3,"(11, 6)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0
Sensor_247,"{8, 9}",349,05:49,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp4,"(7, 8)",0.0,0.0,0.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0
Sensor_248,"{9, 10}",349,05:49,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp5,"(9, 8)",0.0,0.0,0.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0
Sensor_249,"{9, 12}",349,05:49,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp6,"(11, 8)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0
Sensor_250,"{9, 14}",349,05:49,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp12,"(13, 10)",0.0,0.0,0.0,Lamp13,"(15, 10)",0.0,0.0,0.0,Lamp7,"(13, 8)",0.0,0.0,0.0,Lamp8,"(15, 8)",0.0,0.0,0.0
Sensor_251,"{8, 11}",349,05:49,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp9,"(7, 10)",0.0,0.0,0.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp14,"(7, 12)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0
Sensor_252,"{10, 11}",349,05:49,False,False,0.0,0.0,0.0,0.0,0.0,500.0,Lamp10,"(9, 10)",0.0,0.0,0.0,Lamp11,"(11, 10)",0.0,0.0,0.0,Lamp15,"(9, 12)",0.0,0.0,0.0,Lamp16,"(11, 12)",0.0,0.0,0.0
